id,temp,x,y,z
0,927.89692753413,0,100,0
1,937.88579222293,1,100,0
2,948.37111634931,2,100,0
3,959.0419431831,3,100,0
4,969.94271281758,4,100,0
5,981.00925271384,5,100,0
6,992.21410606143,6,100,0
7,1003.5155844493,7,100,0
8,1014.8790459531,8,100,0
9,1026.2699200659,9,100,0
10,1037.6583298523,10,100,0
11,1049.0171994601,11,100,0
12,1060.3232564948,12,100,0
13,1071.5562517036,13,100,0
14,1082.6987708661,14,100,0
15,1093.7353711128,15,100,0
16,1104.6522958447,16,100,0
17,1115.4370400768,17,100,0
18,1126.0779710215,18,100,0
19,1136.5639129429,19,100,0
20,1146.8839316032,20,100,0
21,1157.0272111511,21,100,0
22,1166.9829672552,22,100,0
23,1176.7404337319,23,100,0
24,1186.2888724901,24,100,0
25,1195.6176923546,25,100,0
26,1204.7165674388,26,100,0
27,1213.5755590976,27,100,0
28,1222.1852542137,28,100,0
29,1230.5368757622,29,100,0
30,1238.6224171469,30,100,0
31,1246.43475848,31,100,0
32,1253.9677427964,32,100,0
33,1261.216238224,33,100,0
34,1268.1761629118,34,100,0
35,1274.8444726328,35,100,0
36,1281.2191571263,36,100,0
37,1287.2992289304,37,100,0
38,1293.0846973225,38,100,0
39,1298.5765296064,39,100,0
40,1303.7766002056,40,100,0
41,1308.6876331739,41,100,0
42,1313.3131314969,42,100,0
43,1317.6572986845,43,100,0
44,1321.7249658977,44,100,0
45,1325.521517894,45,100,0
46,1329.0528200841,46,100,0
47,1332.3251498943,47,100,0
48,1335.3451319452,48,100,0
49,1338.1196767207,49,100,0
50,1340.655922512,50,100,0
51,1342.9611804055,51,100,0
52,1345.0428823971,52,100,0
53,1346.9085329248,53,100,0
54,1348.565664216,54,100,0
55,1350.0217959844,55,100,0
56,1351.2844000689,56,100,0
57,1352.3608703921,57,100,0
58,1353.2584968261,58,100,0
59,1353.9844404654,59,100,0
60,1354.5457127875,60,100,0
61,1354.949158499,61,100,0
62,1355.2014409706,62,100,0
63,1355.3090300911,63,100,0
64,1355.2781925088,64,100,0
65,1355.1149841194,65,100,0
66,1354.8252446185,66,100,0
67,1354.4145939154,67,100,0
68,1353.8884301911,68,100,0
69,1353.2519293857,69,100,0
70,1352.5100459136,70,100,0
71,1351.6675144321,71,100,0
72,1350.7288525083,72,100,0
73,1349.6983640609,73,100,0
74,1348.5801434045,74,100,0
75,1347.3780802473,75,100,0
76,1346.0958647507,76,100,0
77,1344.7369929176,77,100,0
78,1343.3047724788,78,100,0
79,1341.8023290082,79,100,0
80,1340.2326122149,80,100,0
81,1338.5984023566,81,100,0
82,1336.9023167246,82,100,0
83,1335.1468161598,83,100,0
84,1333.334211564,84,100,0
85,1331.4666703763,85,100,0
86,1329.5462229916,86,100,0
87,1327.5747690996,87,100,0
88,1325.5540839271,88,100,0
89,1323.4858243718,89,100,0
90,1321.3715350143,90,100,0
91,1319.2126540019,91,100,0
92,1317.0105187963,92,100,0
93,1314.7663717823,93,100,0
94,1312.4813657368,94,100,0
95,1310.1565691502,95,100,0
96,1307.7929714102,96,100,0
97,1305.3914878438,97,100,0
98,1302.9529646211,98,100,0
99,1300.4781835244,99,100,0
100,1297.9678666796,100,100,0
101,1295.4226811871,101,100,0
102,1292.843242961,102,100,0
103,1290.230121283,103,100,0
104,1287.583842957,104,100,0
105,1284.9048963576,105,100,0
106,1282.1937353779,106,100,0
107,1279.4507832795,107,100,0
108,1276.6764364473,108,100,0
109,1273.8710680532,109,100,0
110,1271.0350316416,110,100,0
111,1268.1686646105,111,100,0
112,1265.2722916303,112,100,0
113,1262.3462279706,113,100,0
114,1259.3907827489,114,100,0
115,1256.4062620973,115,100,0
116,1253.3929722465,116,100,0
117,1250.3512225243,117,100,0
118,1247.2813283462,118,100,0
119,1244.183613911,119,100,0
120,1241.0584143172,120,100,0
121,1237.9060787252,121,100,0
122,1234.7269728076,122,100,0
123,1231.5214810925,123,100,0
124,1228.2900091644,124,100,0
125,1225.0329857281,125,100,0
126,1221.7508644616,126,100,0
127,1218.4441257149,127,100,0
128,1215.1132779797,128,100,0
129,1211.7588591271,129,100,0
130,1208.381437381,130,100,0
131,1204.9816119952,131,100,0
132,1201.5600135975,132,100,0
133,1198.1173040902,133,100,0
134,1194.6541758506,134,100,0
135,1191.1713506868,135,100,0
136,1187.6695789399,136,100,0
137,1184.1496377681,137,100,0
138,1180.6123289485,138,100,0
139,1177.0584762436,139,100,0
140,1173.4889222606,140,100,0
141,1169.9045246568,141,100,0
142,1166.3061514663,142,100,0
143,1162.694675327,143,100,0
144,1159.0709665363,144,100,0
145,1155.4358852013,145,100,0
146,1151.7902731963,146,100,0
147,1148.134946858,147,100,0
148,1144.470690885,148,100,0
149,1140.7982541683,149,100,0
150,1137.1183468312,150,100,0
151,1133.431633552,151,100,0
152,1129.7387205259,152,100,0
153,1126.0401353307,153,100,0
154,1122.3363039953,154,100,0
155,1118.6275354834,155,100,0
156,1114.9140262293,156,100,0
157,1111.1958918113,157,100,0
158,1107.4732179641,158,100,0
159,1103.7461042425,159,100,0
160,1100.0146630377,160,100,0
161,1096.2789478264,161,100,0
162,1092.5388243482,162,100,0
163,1088.7938538541,163,100,0
164,1085.0432884423,164,100,0
165,1081.286258174,165,100,0
166,1077.52213835,166,100,0
167,1073.7509510093,167,100,0
168,1069.973557424,168,100,0
169,1066.1914245735,169,100,0
170,1062.4059360523,170,100,0
171,1058.6175055149,171,100,0
172,1054.8249828446,172,100,0
173,1051.0258436774,173,100,0
174,1047.2173411878,174,100,0
175,1043.3982748895,175,100,0
176,1039.5705735766,176,100,0
177,1035.7397545912,177,100,0
178,1031.9137249654,178,100,0
179,1028.1001526092,179,100,0
180,1024.3034188294,180,100,0
181,1020.5225291854,181,100,0
182,1016.75106572,182,100,0
183,1012.9793985028,183,100,0
184,1009.1983288493,184,100,0
185,1005.4026031641,185,100,0
186,1001.5926555247,186,100,0
187,997.77351913527,187,100,0
188,993.9508022119,188,100,0
189,990.124523196,189,100,0
190,986.28211326184,190,100,0
191,982.39189337491,191,100,0
192,978.39806748843,192,100,0
193,974.21779771823,193,100,0
194,969.73999418386,194,100,0
195,964.82372918255,195,100,0
196,959.29415110712,196,100,0
197,952.94465252481,197,100,0
198,945.58900453099,198,100,0
199,937.0857936848,199,100,0
200,927.88985422995,200,100,0
